Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-Jan-08,855,883,854,863.25,867.8827622,63384,2506,55009881,22416,35.37,29,8.25
30-Jan-08,880,880,858.1,865.65,865.0202993,74781,2627,64687083,37135,49.66,21.9,-14.35
31-Jan-08,864,885,852,875.25,872.2470528,80246,3150,69994337,27494,34.26,33,11.25
1-Feb-08,882,941,876,929.25,910.5217161,175745,6731,160019639,86348,49.13,65,47.25
4-Feb-08,941,987,941,976,968.2322835,236672,7787,229153471,112929,47.72,46,35
5-Feb-08,971,971,939,949.45,957.5070852,94422,2871,90409734,55467,58.74,32,-21.55
6-Feb-08,925,926.7,893.15,900.55,905.1706434,177405,6463,160581798,73362,41.35,33.55,-24.45
7-Feb-08,894,908,875,882.95,888.1000536,147501,4173,130995646,79843,54.13,33,-11.05
8-Feb-08,881,925,871,899.95,910.1797719,176774,6451,160896119,67529,38.2,54,18.95
11-Feb-08,900,930,862,903.2,917.3207077,210076,7689,192707065,91532,43.57,68,3.2
12-Feb-08,910,920,860,864.8,878.110933,159042,4371,139656519,87142,54.79,60,-45.2
13-Feb-08,870.3,892,852.05,868.95,868.1233431,79818,3387,69291869,20462,25.64,39.95,-1.35
14-Feb-08,881,899,864.2,874.15,886.5438539,224393,3023,198934235,176419,78.62,34.8,-6.85
15-Feb-08,875,888,851,871.5,873.27159,83696,3114,73089339,28867,34.49,37,-3.5
18-Feb-08,865,888,821.15,851.95,858.080542,68486,2882,58766504,37451,54.68,66.85,-13.05
19-Feb-08,858,884,855.1,874.85,871.8869311,161919,3634,141175060,78971,48.77,28.9,16.85
20-Feb-08,883,892,876,884,883.2740631,195247,5821,172456611,78381,40.14,16,1
21-Feb-08,890,931,884.1,918.4,917.1774039,277942,10450,254922122,84591,30.43,46.9,28.4
22-Feb-08,911,919.5,887,897.45,898.817476,91840,3868,82547397,14816,16.13,32.5,-13.55
25-Feb-08,905,911,890,900.05,900.5811945,332042,3575,299030781,234986,70.77,21,-4.95
26-Feb-08,910,915.8,895,897.85,899.4364625,365894,3949,329098405,248203,67.83,20.8,-12.15
27-Feb-08,904.95,913.95,873,877.7,887.0860683,183947,3885,163176821,110147,59.88,40.95,-27.25
28-Feb-08,880.7,888.7,871.15,879.75,880.3477668,74064,2857,65202077,17073,23.05,17.55,-0.95
29-Feb-08,895,899,865.15,874.3,879.7038922,113766,4153,100080393,33841,29.75,33.85,-20.7
3-Mar-08,869.5,869.5,841,845.05,855.4813487,235480,5722,201448748,88608,37.63,28.5,-24.45
4-Mar-08,857,864.8,845,853.55,853.9401017,148535,3872,126839993,61050,41.1,19.8,-3.45
5-Mar-08,850,882.9,845,874.7,874.0305533,166627,5349,145637089,58314,35,37.9,24.7
7-Mar-08,860,861.9,844,846.75,851.5696393,124154,3564,105725777,57288,46.14,17.9,-13.25
10-Mar-08,840,854.7,830,831.65,840.0464504,113196,3464,95089898,53752,47.49,24.7,-8.35
11-Mar-08,825,831,820,823.25,825.2679248,118272,3395,97606088,53140,44.93,11,-1.75
12-Mar-08,848,850,815,824.75,829.9008611,239694,3494,198922257,158246,66.02,35,-23.25
13-Mar-08,816.1,818,765,778.55,791.9794189,250958,6972,198753571,105886,42.19,53,-37.55
14-Mar-08,779,809.95,755,803.55,785.5205121,170997,5524,134321651,81135,47.45,54.95,24.55
17-Mar-08,781,798,772,792.15,784.0355073,115075,3655,90222886,42192,36.66,26,11.15
18-Mar-08,789.7,828,784,817.3,813.0926996,161457,5556,131279508,68481,42.41,44,27.6
19-Mar-08,830,840,803,810,824.2019837,171697,4895,141513008,88854,51.75,37,-20
24-Mar-08,815,836.8,811,823.45,826.9957112,168111,4510,139027076,92431,54.98,25.8,8.45
25-Mar-08,834.85,899,833,875.95,871.7588645,300130,8971,261640988,138707,46.22,66,41.1
26-Mar-08,880,890,851.9,879.3,876.405915,185327,4292,162421679,77886,42.03,38.1,-0.7
27-Mar-08,861.1,875,840.35,853.15,860.7107417,220934,3518,190160267,129214,58.49,34.65,-7.95
28-Mar-08,850,872,850,870.1,864.2794103,203704,3437,176057173,107406,52.73,22,20.1
31-Mar-08,865,869,801,810.9,823.8708651,168777,7130,139050453,72148,42.75,68,-54.1
1-Apr-08,815,851,811,834.8,832.3461599,120271,5441,100107105,28341,23.56,40,19.8
2-Apr-08,850,869.8,845,850.85,855.5651843,85289,3638,72970299,35098,41.15,24.8,0.85
3-Apr-08,831,891.2,831,885.95,877.6881084,223225,7720,195921928,81879,36.68,60.2,54.95
4-Apr-08,885,887,860.05,870.15,869.0319774,107920,3573,93785931,34998,32.43,26.95,-14.85
7-Apr-08,875,917.8,875,900.1,905.0912037,234508,9884,212251128,50247,21.43,42.8,25.1
8-Apr-08,905,915,875.5,885.3,885.2951479,196288,4213,173772814,102951,52.45,39.5,-19.7
9-Apr-08,880,892.25,869,876.65,877.3679475,104148,3483,91376117,36480,35.03,23.25,-3.35
10-Apr-08,872.3,919.3,870,900.75,902.2900383,203911,6410,183986864,104173,51.09,49.3,28.45
11-Apr-08,980,980,893,908.15,911.4958437,205351,6358,187176583,92737,45.16,87,-71.85
15-Apr-08,905,988,877,975.1,966.2274309,603313,15432,582937570,351682,58.29,111,70.1
16-Apr-08,985,1000.05,963.15,974.45,986.5208599,297940,9668,293924025,85074,28.55,36.9,-10.55
17-Apr-08,981,1010,981,1000.9,997.2523917,292153,8069,291350278,114287,39.12,29,19.9
21-Apr-08,1015,1038.7,986.5,992.55,1005.644659,267602,8467,269112522,121046,45.23,52.2,-22.45
22-Apr-08,969,980,881.15,887.05,906.1260183,804058,25609,728577874,343740,42.75,98.85,-81.95
23-Apr-08,895,908.8,880.5,889.9,893.640021,293506,10938,262288708,66108,22.52,28.3,-5.1
24-Apr-08,935.9,970,865,889.95,882.0410627,333076,12249,293786709,77931,23.4,105,-45.95
25-Apr-08,896,902,885,889.8,892.8006489,141770,5274,126572348,36237,25.56,17,-6.2
28-Apr-08,887,900,875.15,883,883.6177213,114563,4287,101229897,25642,22.38,24.85,-4
29-Apr-08,889,933,872,910.8,911.9961879,771230,20126,703358820,237261,30.76,61,21.8
30-Apr-08,915,935,907.15,919.55,923.7851459,425782,13040,393331087,118230,27.77,27.85,4.55
2-May-08,930,961,930,940.75,944.3356173,336842,9734,318091898,172767,51.29,31,10.75
5-May-08,945,954,919,924.55,931.7404685,279076,4607,260026403,162201,58.12,35,-20.45
6-May-08,914.5,951,874.9,937.85,927.2820739,317938,5800,294818208,159321,50.11,76.1,23.35
7-May-08,950,979,944,966.2,965.9437709,639704,15111,617918094,241196,37.7,35,16.2
8-May-08,966,971,919.15,943.7,936.6326542,255612,9240,239414546,55592,21.75,51.85,-22.3
9-May-08,935,954,910,917.45,927.9687704,353639,8119,328165948,146544,41.44,44,-17.55
12-May-08,901.05,934,901.05,927.3,925.8628112,372698,7970,345067218,153011,41.05,32.95,26.25
13-May-08,937,945,891.1,905.7,925.4820682,160274,5114,148330713,48027,29.97,53.9,-31.3
14-May-08,900,979.9,894,969.95,951.0089004,851988,18032,810248171,387244,45.45,85.9,69.95
15-May-08,975.7,1000.05,955,985.45,983.7004878,646184,16868,635651516,215580,33.36,45.05,9.75
16-May-08,998,1000.15,968.5,976.15,980.4805082,408351,8989,400380196,136963,33.54,31.65,-21.85
20-May-08,976.15,977.8,948.55,952.75,957.3518811,283718,6463,271617961,114153,40.23,29.25,-23.4
21-May-08,952.75,968,937.05,963.95,957.3322206,395427,5525,378555008,182415,46.13,30.95,11.2
22-May-08,950,985,950,956.65,973.3835478,570028,8216,554855877,320795,56.28,35,6.65
23-May-08,965,978.7,928,933.7,952.8544101,231795,6377,220866888,78635,33.92,50.7,-31.3
26-May-08,925,964.85,921.2,958.8,951.599009,440147,8621,418843449,224857,51.09,43.65,33.8
27-May-08,960,985,945,966.6,964.4340982,410209,8698,395619547,154355,37.63,40,6.6
28-May-08,975,1015.9,971.9,1009.7,995.2786011,472543,15520,470311936,183871,38.91,44,34.7
29-May-08,1015,1026.75,988,995.35,1009.68896,426865,11895,431000878,170823,40.02,38.75,-19.65
30-May-08,995.35,1047.95,977.3,1029.25,1023.673751,764321,18112,782415345,322116,42.14,70.65,33.9
2-Jun-08,1028,1054,965.15,984.65,1020.438396,284756,10872,290575956,84035,29.51,88.85,-43.35
3-Jun-08,970,990,942.05,978.85,970.5566995,311890,9489,302706929,63817,20.46,47.95,8.85
4-Jun-08,978.85,978.85,944.2,958.1,957.7875548,325731,6968,311981098,127694,39.2,34.65,-20.75
5-Jun-08,958.1,996,958.1,982.75,976.5749395,510685,8573,498722173,333952,65.39,37.9,24.65
6-Jun-08,994,997.8,940.55,959.6,976.8513109,369025,6480,360482555,202444,54.86,57.25,-34.4
9-Jun-08,940,965,891,915.65,931.1826102,321751,10303,299608936,80587,25.05,74,-24.35
10-Jun-08,909,915.65,867.2,880.05,882.2124231,272122,9046,240069409,97584,35.86,48.45,-28.95
11-Jun-08,894,909.95,880,892.85,895.8913922,184112,6215,164944356,37443,20.34,29.95,-1.15
12-Jun-08,868,901.85,858,888.5,882.3821962,172401,5699,152123573,51440,29.84,43.85,20.5
13-Jun-08,899,921.1,883,907.65,907.3262943,457167,8425,414799640,243812,53.33,38.1,8.65
16-Jun-08,920,927.95,903.3,910.55,916.7838087,512139,6228,469520743,386576,75.48,24.65,-9.45
17-Jun-08,910,927,903.3,921.4,921.4528776,313078,4407,288486624,223289,71.32,23.7,11.4
18-Jun-08,925,925,891,900.5,903.9533835,487874,5916,441015353,297878,61.06,34,-24.5
19-Jun-08,895,895.9,878.25,885.95,888.0168088,241481,4710,214439187,131140,54.31,17.65,-9.05
20-Jun-08,895,900,842.05,863.4,862.5109566,284075,8598,245017800,115974,40.83,57.95,-31.6
23-Jun-08,851,879,844,857.8,859.7106229,302581,6828,260132100,134758,44.54,35,6.8
24-Jun-08,860,864.8,823.15,843.95,841.0536747,327305,8847,275281073,115081,35.16,41.65,-16.05
25-Jun-08,820,886,800,877.75,863.1887833,268938,6630,232144265,119080,44.28,86,57.75
26-Jun-08,885,889.9,862.2,876.85,870.7815377,262567,5150,228638496,118305,45.06,27.7,-8.15
27-Jun-08,865,872,850,865.2,863.5596377,388362,5071,335373748,247393,63.7,22,0.2
30-Jun-08,864.9,878,851.25,858.8,865.3361501,254071,3932,219856821,151260,59.53,26.75,-6.1
1-Jul-08,858.8,878.9,835,846.75,853.5890982,217799,5602,185910852,96557,44.33,43.9,-12.05
2-Jul-08,838,888,838,877.95,861.8284434,217281,6710,187258946,58919,27.12,50,39.95
3-Jul-08,874,878,821,854.9,844.2443181,260431,7123,219867392,106800,41.01,57,-19.1
4-Jul-08,845.1,869,835.25,843.75,847.4598133,122130,4256,103500267,44602,36.52,33.75,-1.35
7-Jul-08,850,863.95,835.3,852,855.1732858,95455,3301,81630566,31330,32.82,28.65,2
8-Jul-08,852,852,818.15,826.7,825.8693802,275433,7154,227471681,122138,44.34,33.85,-25.3
9-Jul-08,849.75,889,849.75,875.65,865.032201,205056,6253,177380043,79433,38.74,39.25,25.9
10-Jul-08,885,890,853,869,864.6588902,242312,6597,209517225,102015,42.1,37,-16
11-Jul-08,882,890,787,799.2,823.2251488,445110,17194,366425746,158655,35.64,103,-82.8
14-Jul-08,795,798,762.2,768.95,775.9226628,311506,9818,241704565,161665,51.9,35.8,-26.05
15-Jul-08,760,785,739,749.7,762.5823275,361714,15635,275836704,61744,17.07,46,-10.3
16-Jul-08,759,769,719.1,727.35,738.8427137,316086,13456,233537838,49269,15.59,49.9,-31.65
17-Jul-08,748,782,745,779.2,771.0486948,714840,16323,551176449,336236,47.04,37,31.2
18-Jul-08,790,801.7,748.6,794.95,770.3826634,575302,16260,443202687,182246,31.68,53.1,4.95
21-Jul-08,795.1,818.4,782.8,813.45,800.628951,248261,9962,198764944,62831,25.31,35.6,18.35
22-Jul-08,814,841.95,805,834.35,828.1988566,246806,10543,204404447,41160,16.68,36.95,20.35
23-Jul-08,847,864,820,858.5,841.590066,425671,12965,358240485,139907,32.87,44,11.5
24-Jul-08,864,864,792,802.75,804.9806334,758883,15383,610886118,435632,57.4,72,-61.25
25-Jul-08,795.1,819,790,798,801.0300814,453337,11098,363136574,193119,42.6,29,2.9
28-Jul-08,799,817,797,806.05,808.0165623,129088,4886,104305242,32117,24.88,20,7.05
29-Jul-08,800,812.25,791,808.25,803.3652944,147377,5666,118397567,32925,22.34,21.25,8.25
30-Jul-08,814.9,843,804,838.6,822.2875014,317588,11004,261148643,116769,36.77,39,23.7
31-Jul-08,841,841,821.05,832.55,829.2833841,157066,4880,130252224,47391,30.17,19.95,-8.45
1-Aug-08,829,857.5,811,839.25,838.5243508,313706,8510,263050120,146087,46.57,46.5,10.25
4-Aug-08,839.25,839.95,812.5,816.3,820.2888978,301553,10686,247360578,74126,24.58,27.45,-22.95
5-Aug-08,820,835.5,808,830.85,823.2104457,198512,7894,163417152,47541,23.95,27.5,10.85
6-Aug-08,840,868.7,837,858.45,852.3300379,324393,9227,276489898,128191,39.52,31.7,18.45
7-Aug-08,860,870,845,851.4,859.1226659,344081,8037,295607786,127812,37.15,25,-8.6
8-Aug-08,850,854,833,842.55,843.0622195,131920,4494,111216768,33049,25.05,21,-7.45
11-Aug-08,860,860,825,833.6,833.9585665,247457,7133,206368885,108731,43.94,35,-26.4
12-Aug-08,838,841.9,815,818.2,826.747723,256476,6992,212040949,104394,40.7,26.9,-19.8
13-Aug-08,815,835,808.1,828.05,821.5202316,190865,6009,156799459,54598,28.61,26.9,13.05
14-Aug-08,835,842.5,810.05,831.45,832.6106285,238885,8840,198898190,36867,15.43,32.45,-3.55
18-Aug-08,829,852,829,841.8,844.884264,173723,5452,146775829,61286,35.28,23,12.8
19-Aug-08,841,850,835.25,840.1,843.6485832,134211,4721,113226920,29797,22.2,14.75,-0.9
20-Aug-08,845,849,836.6,839.95,840.7157676,103440,3271,86963639,27290,26.38,12.4,-5.05
21-Aug-08,835,843,815,817.75,822.3059985,127883,3876,105158958,48925,38.26,28,-17.25
22-Aug-08,815,824,803.25,818.4,813.6018479,146871,5359,119494517,32775,22.32,20.75,3.4
25-Aug-08,825,833,815,817.9,821.8605687,85734,2323,70461394,35986,41.97,18,-7.1
26-Aug-08,817,836.4,815,832.35,830.3526828,136162,5328,113062482,19330,14.2,21.4,15.35
27-Aug-08,835.5,840,813,818.55,824.6919441,155712,4810,128414432,44617,28.65,27,-16.95
28-Aug-08,820,825,782.5,793.6,804.1726995,219549,5303,176555312,123819,56.4,42.5,-26.4
29-Aug-08,814,819.5,800.2,812.45,810.9986862,149952,5366,121610875,26874,17.92,19.3,-1.55
1-Sep-08,810,819,808.25,814.35,813.2414262,106546,3751,86647621,14630,13.73,10.75,4.35
2-Sep-08,825,852.5,818,848.8,834.1481818,181797,6619,151645637,61900,34.05,34.5,23.8
4-Sep-08,845,854.95,834.2,844.15,845.1783498,119574,3998,101061356,35134,29.38,20.75,-0.85
5-Sep-08,845,851.9,815,838.15,838.3771992,158924,4181,133238258,51055,32.13,36.9,-6.85
8-Sep-08,860,875,845.35,854.95,854.7058313,211049,4936,180384811,123019,58.29,29.65,-5.05
9-Sep-08,853,870.1,840.15,866.2,859.2441,169533,5238,145670230,65896,38.87,29.95,13.2
10-Sep-08,865.9,869.6,848,851.15,858.2277864,102122,3734,87643938,28412,27.82,21.6,-14.75
11-Sep-08,849.9,851,830,836.1,839.2872428,128320,3633,107697339,49705,38.74,21,-13.8
12-Sep-08,835,845,802.9,808.15,818.8124142,175653,6992,143826857,29055,16.54,42.1,-26.85
15-Sep-08,800,800,745.15,761.8,756.775524,439116,10318,332312241,235967,53.74,54.85,-38.2
16-Sep-08,750,750.95,720,749.55,743.6381773,170473,5725,126770231,68591,40.24,30.95,-0.45
17-Sep-08,759,764,728,728.8,740.262601,253453,8546,187621777,80814,31.89,36,-30.2
18-Sep-08,720,746,672,720.1,714.7988522,363653,10704,259938747,146549,40.3,74,0.1
19-Sep-08,730,775,730,766,761.2442878,881051,10629,670695041,578733,65.69,45,36
22-Sep-08,775,784.95,754,766,764.2776327,169256,3281,129358575,89998,53.17,30.95,-9
23-Sep-08,760,767,717,720.75,738.1779221,158412,5941,116936241,53211,33.59,50,-39.25
24-Sep-08,734.7,735,693.05,713.45,712.1499338,267478,12076,190484440,30348,11.35,41.95,-21.25
25-Sep-08,715,719,675,690.2,696.4355111,395611,13085,275517549,130470,32.98,44,-24.8
26-Sep-08,685,695,666.2,676.45,673.8720629,464619,10905,313093764,259225,55.79,28.8,-8.55
29-Sep-08,680,680,612.1,619.65,636.7488516,389889,11472,248261373,108841,27.92,67.9,-60.35
30-Sep-08,575,674,575,662.75,643.4583497,260118,11625,167375099,44031,16.93,99,87.75
1-Oct-08,670,682.8,645,671,666.2757097,427145,10945,284596338,133216,31.19,37.8,1
3-Oct-08,665,670,642,656.8,653.1668695,201349,7211,131514496,49647,24.66,28,-8.2
6-Oct-08,648,648,600.25,619.25,614.3725369,261362,8388,160573635,106260,40.66,47.75,-28.75
7-Oct-08,622,666,567,575.8,596.8283549,310472,12662,185298493,61288,19.74,99,-46.2
8-Oct-08,566,566,510,546.6,533.6773912,427431,17350,228110261,82021,19.19,56,-19.4
10-Oct-08,512,550,490,523,519.2406505,598212,15451,310615988,245047,40.96,60,11
13-Oct-08,536,602.25,529,575.8,568.6848285,980371,18380,557522114,404762,41.29,73.25,39.8
14-Oct-08,597.25,620,583,592.15,602.2960247,432545,11677,260520134,153922,35.59,37,-5.1
15-Oct-08,580,587.45,535,542.05,567.600918,310252,8732,176099320,119100,38.39,52.45,-37.95
16-Oct-08,520,520,467,495.2,492.7840748,812550,19573,400411700,330803,40.71,53,-24.8
17-Oct-08,504,516,445,454.15,488.8997013,679371,17906,332144279,282905,41.64,71,-49.85
20-Oct-08,465,507.8,458.25,497.15,482.4375033,665851,14141,321231494,280781,42.17,49.55,32.15
21-Oct-08,505,569,493.15,561.1,524.8902062,1231463,19373,646382868,582560,47.31,75.85,56.1
22-Oct-08,549.9,556,510.15,546.35,535.4860346,487097,13681,260833641,119531,24.54,45.85,-3.55
23-Oct-08,497,586,497,547.45,544.0880489,783428,20290,426253812,175339,22.38,89,50.45
24-Oct-08,525,536.85,446,490.2,514.8990421,484578,15552,249508748,119176,24.59,90.85,-34.8
27-Oct-08,470,510,418,497,457.0924352,749736,20688,342698654,249523,33.28,92,27
28-Oct-08,525,550,520,540.5,536.0815826,68924,3260,36948887,25782,37.41,30,15.5
29-Oct-08,560,575,535,542.5,554.3190853,576783,12026,319721825,237828,41.23,40,-17.5
31-Oct-08,555,595,530.05,537.45,563.9404147,583533,14803,329077842,216215,37.05,64.95,-17.55
3-Nov-08,560,570,527.1,548.7,545.4998229,361390,12796,197138181,36684,10.15,42.9,-11.3
4-Nov-08,553.95,553.95,491.8,508.2,511.2427006,795342,21195,406612792,243208,30.58,62.15,-45.75
5-Nov-08,520,548.9,500.25,505.65,527.1242649,713307,22594,376001428,153384,21.5,48.65,-14.35
6-Nov-08,491,520.85,485.45,500.2,505.1436173,602532,18814,304365194,115318,19.14,35.4,9.2
7-Nov-08,490.25,533.8,485.1,524.55,514.20106,521904,17225,268363590,83502,16,48.7,34.3
10-Nov-08,538.9,551,516,544.75,532.8234793,291320,11604,155222136,42128,14.46,35,5.85
11-Nov-08,544,547,520,526.1,534.1637171,291961,10148,155954973,23020,7.88,27,-17.9
12-Nov-08,523,552.8,516,531.55,538.1912202,392103,13574,211026392,26962,6.88,36.8,8.55
14-Nov-08,537.05,549,523.25,529.4,531.4504811,260537,9597,138462514,19789,7.6,25.75,-7.65
17-Nov-08,538,538,506.25,518.7,518.9585955,232825,7858,120826535,23643,10.15,31.75,-19.3
18-Nov-08,505.25,516,479,482.6,493.5903071,487758,13303,240752621,95726,19.63,37,-22.65
19-Nov-08,486,495,472,480.85,481.8670532,539103,11045,259775974,210318,39.01,23,-5.15
20-Nov-08,470,480.85,460.1,469.5,465.4130757,210131,6900,97797715,34893,16.61,20.75,-0.5
21-Nov-08,459.9,516,456.1,506.55,497.1274054,530621,17375,263786241,80152,15.11,59.9,46.65
24-Nov-08,503,530,492.2,520.7,517.9785899,597568,13211,309527430,237379,39.72,37.8,17.7
25-Nov-08,529.7,535.75,500,503.25,516.2375469,378982,9601,195644738,109100,28.79,35.75,-26.45
26-Nov-08,505.25,530.4,497,527,511.7244671,352477,10908,180371105,74967,21.27,33.4,21.75
28-Nov-08,506,563.7,506,558.05,549.2712806,466963,16235,256489365,74089,15.87,57.7,52.05
1-Dec-08,569,591.7,558.95,563.95,578.6505906,622685,16453,360317043,157933,25.36,32.75,-5.05
2-Dec-08,545,550,523.5,534.55,537.9796316,298747,10604,160719801,23470,7.86,26.5,-10.45
3-Dec-08,540,550.3,522,534.85,534.1627989,479180,15262,255960130,51997,10.85,28.3,-5.15
4-Dec-08,537,552.9,526.25,549.75,545.1361964,313459,10507,170877847,52797,16.84,26.65,12.75
5-Dec-08,545.2,549,519,521.7,529.0207905,388735,10814,205648897,106534,27.41,30,-23.5
8-Dec-08,540,547.8,514.05,522.4,534.6246049,360636,10033,192804879,84796,23.51,33.75,-17.6
10-Dec-08,507,556,507,541.45,542.3367189,468753,11629,254221964,125323,26.74,49,34.45
11-Dec-08,542,545,503,507.65,514.4530436,660113,15523,339597142,303411,45.96,42,-34.35
12-Dec-08,500,500,476.05,482.25,483.9947154,548201,17922,265326387,159656,29.12,23.95,-17.75
15-Dec-08,489.6,501.9,467.2,469.6,482.3859027,647798,16542,312488623,269614,41.62,34.7,-20
16-Dec-08,470,486,465.6,480.75,479.5115596,334526,11004,160409084,58753,17.56,20.4,10.75
17-Dec-08,494,494,471,477.1,484.4450329,395182,10988,191443957,101783,25.76,23,-16.9
18-Dec-08,479.7,513.95,475,510.15,497.3212592,501981,14568,249645823,236457,47.1,38.95,30.45
19-Dec-08,510,515.95,494.15,513.2,506.4588752,348354,10778,176426975,82264,23.62,21.8,3.2
22-Dec-08,514,518.9,503.3,510.35,511.0048364,230750,6539,117914366,67466,29.24,15.6,-3.65
23-Dec-08,509.9,512,492.15,500.4,501.6767782,181838,6921,91223902,22070,12.14,19.85,-9.5
24-Dec-08,500,504.4,473.65,478.05,488.0416289,311274,9737,151914670,87422,28.09,30.75,-21.95
26-Dec-08,480.1,487,468.7,472.1,475.9293209,202620,7161,96432799,37703,18.61,18.3,-8
29-Dec-08,468,479.5,460,476.85,469.8907975,269829,6486,126790164,92782,34.39,19.5,8.85
30-Dec-08,475,485.8,470,482.3,477.0941022,241599,7029,115265458,50420,20.87,15.8,7.3
31-Dec-08,485,487,472,478.1,478.5948742,217256,6895,103977608,55743,25.66,15,-6.9
1-Jan-09,485,498.9,477.15,496.65,487.0363828,287141,8225,139848114,75728,26.37,21.75,11.65
2-Jan-09,500.05,507.5,494,497.3,499.7406052,309000,8071,154419847,75951,24.58,13.5,-2.75
5-Jan-09,504.7,524,498,515,510.0271883,276148,7532,140842988,117678,42.61,26,10.3
6-Jan-09,519.9,520,500.1,507.65,509.1037575,253813,7775,129217152,33929,13.37,19.9,-12.25
7-Jan-09,509.8,514,466.2,503.7,496.1871965,646449,12205,320759717,275897,42.68,47.8,-6.1
9-Jan-09,503.7,550,493.15,535.65,532.9124704,744777,17516,396900951,283798,38.11,56.85,31.95
12-Jan-09,535,539.7,505.1,511.75,513.2585336,316601,7950,162498165,98308,31.05,34.6,-23.25
13-Jan-09,504,536,488,522.8,520.3592973,1058096,18345,550590091,442067,41.78,48,18.8
14-Jan-09,535,556.9,525.1,538.45,545.9160285,460704,13134,251505698,91963,19.96,31.8,3.45
15-Jan-09,528.9,528.9,495.6,510,510.4307915,322316,10864,164520011,42475,13.18,33.3,-18.9
16-Jan-09,490,518.8,490,502.95,503.2969288,717364,15712,361047098,174414,24.31,28.8,12.95
19-Jan-09,505,509.5,488,500.7,496.5401201,384620,10455,190979261,121284,31.53,21.5,-4.3
20-Jan-09,498,507.9,490,496.1,500.8284273,484471,11065,242636849,126849,26.18,17.9,-1.9
21-Jan-09,495,501,485,490.85,494.1288135,190935,5610,94346485,46614,24.41,16,-4.15
22-Jan-09,494,502.95,482.5,496.2,494.8883736,205265,6619,101583262,36053,17.56,20.45,2.2
23-Jan-09,492,497.9,483.1,485.7,488.4279211,171132,4056,83585647,67556,39.48,14.8,-6.3
27-Jan-09,494,514.85,491,499.8,504.3832762,236944,7554,119510591,43720,18.45,23.85,5.8
28-Jan-09,501,510,498.3,506.7,505.0462879,322698,5782,162977427,137317,42.55,11.7,5.7
